ILA200561   39622   42755    3098    3244    5073    7349     112     247      73      79      17      15    1562    1796      51      87
ILA200562   42621   45939    3022    3269    5260    7430     127     225      72      80      15      15    1583    1775      59      81
ILA200563   37071   39538    2708    2812    4875    7123     116     212      60      71      17      73    1533    1654      57      56
ILA200564   34574   37632    2827    2845    4884    7039     110     188      59      66      17      82    1558    1763      70      62
ILA200565   32084   35330    2464    2662    4914    7064     124     218      63      60      15      79    1518    1691      52      61
ILA200566   31506   35183    2433    2562    4709    6446     116     201      50      48      14      64    1323    1468      49      61
ILA200567   30901   34479    2196    2473    4449    6546     110     191      47      56      12      60    1258    1460      43      65
ILA200568   27833   31951    2049    2167    3791    5564      93     176      48      56      11      49    1160    1346      47      52
ILA200569   27583   32053    2145    2304    3834    5540      93     109      45      50      13      53    1082    1342      37      51
ILA200570   27459   31565    2033    2176    3598    5494      88     116      46      54      11      56    1004    1239      34      48
ILA200571   25038   29091    1867    1981    3351    4808      79      91      36      47       8      46     925    1102      22      42
ILA200572   24684   28803    1876    1887    3203    4652      84      84      41      47       7      59     879    1173      24      72
ILA200573   23452   28923    1612    1723    2893    4241      73      91      40      39       9      49     737     986      35      79
ILA200574   24329   30251    1652    1762    3021    4446      68      90      35      37       8      12     661    1006      28      75
ILA200575   23535   29337    1461    1547    2776    4116      76      83      39      42       7       6     587     916      15      70
ILA200576   22334   28795    1429    1523    2421    3624      53      70      40      35       4      11     506     824      20      60
ILA200577   22008   29505    1297    1538    2360    3776      57      69      39      42       9       9     489     780      18      55
ILA200578   20669   29182    1071    1410    2223    3729      48      76      35      33       5      10     435     727      23      61
ILA200579   19037   27723    1017    1316    2168    3538      57      66      31      35       6      18     416     705      26      64
ILA200580   17809   26950     961    1221    1595    2882      40      53      27      35       6       9     373     593      19      58
ILA200581   16240   25521     914    1097    1405    2494      38      40      24      32       6      11     340     501      16      59
ILA200582   14481   24011     773    1038    1283    2289      33      45      27      31       4      12     307     470      20      66
ILA200583   13509   23630     665     913    1137    2186      30      41      28      25       3       7     253     453      10      42
ILA200584   11870   21523     604     894    1080    2032      24      33      21      33       3       6     210     416      10      29
ILA200585   49734  129318    2817    5682    5002   11583      86     220     132     283      12      27     422    1586      32     187
ILA2010 0   51926   49298   16509   15767   19354   18654     871     822     103     104     118     117    3937    3800     292     289
ILA2010 1   51161   48567   16054   15316   18645   17990     824     779     103     102     114     112    3815    3636     280     273
ILA2010 2   50852   48210   15754   14999   18344   17610     797     750     105     104     114     111    3813    3666     276     271
ILA2010 3   50519   47907   15460   14713   17911   17288     769     727     106     106     112     111    3820    3695     273     270
ILA2010 4   50841   48222   15381   14633   18116   17470     770     727     108     108     111     109    3845    3705     273     267
ILA2010 5   50549   47912   15161   14366   17767   17098     750     706     110     119     111     107    3870    3709     274     267
ILA2010 6   50348   47831   14907   14128   17375   16674     730     682     108     117     107     103    3800    3680     268     262
ILA2010 7   50299   47751   14745   13920   17282   16722     719     678     109     117     105     101    3836    3688     268     260
ILA2010 8   48448   45969   13936   13173   16513   15874     680     639     106     114     100      97    3724    3600     258     254
ILA2010 9   51997   49195   14652   13823   17926   17176     730     686     115     121     106     103    4017    3833     279     270
ILA201010   52313   49455   14460   13603   17673   16960     715     674     117     123     106     103    4084    3899     282     274
ILA201011   51716   49044   13965   13172   17116   16519     684     650     115     120     102     100    3980    3827     275     267
ILA201012   51569   49042   13617   12877   17176   16540     680     647     117     125     102     104    4023    3941     276     275
ILA201013   52369   49838   13508   12814   16915   16307     663     635     120     126     102     106    4125    3975     280     277
ILA201014   52997   50270   13341   12641   17068   16350     661     631     120     125     100     104    4086    3943     274     271
ILA201015   54988   52313   13518   12725   17557   16913     685     650     124     129     100     106    4134    4009     277     276
ILA201016   55018   51862   14893   13754   17575   16512     521     506     127     123      50      73    4019    3928     155     194
ILA201017   56735   53455   15076   13587   18198   16916     555     615     122     121     116      94    4105    3997     233     238
ILA201018   57638   54858   14266   13279   15918   15505     941    1018     113     114      65      82    3818    3715     332     403
ILA201019   59636   57014   14747   13353   18454   18143     885     845     114     128      73     101    3821    3904     242     254
ILA201020   61274   58599   14804   13265   16204   16054     692     627     152     154     122     120    3695    3722     241     265
ILA201021   58228   55903   13916   12418   15560   15607     650     567     162     151     115     126    3681    3626     265     268
ILA201022   56372   54328   13543   12180   13952   14160     627     559     159     154     126     138    3535    3678     263     266
ILA201023   55742   54120   12977   11871   13272   13699     592     547     165     149     110     114    3459    3700     258     270
ILA201024   57774   56351   13363   12155   12974   13867     574     542     163     161     121     133    3640    3981     254     257
ILA201025   57271   56512   12916   12060   12547   13614     539     559     169     172     121     111    3547    4044     274     278
ILA201026   55022   55027   12680   11794   11965   13250     524     516     156     171     124     112    3550    4108     267     279
ILA201027   57040   56759   12979   12052   12197   13497     553     528     164     169     115     116    3755    4320     278     256
ILA201028   54403   54536   12067   11271   11644   12887     535     514     147     162     108     104    3408    4022     248     262
ILA201029   58673   58416   13222   12377   13077   14706     585     542     165     182     133     126    4018    4663     278     292
ILA201030   57809   58081   12585   12017   12775   14465     536     537     157     170     111     101    3781    4476     243     272
ILA201031   53809   54015   11628   11282   11739   13202     488     488     145     154     111     107    3637    4409     254     294
ILA201032   53043   52981   11537   11181   11028   12695     480     491     139     149     114     102    3665    4361     248     278
ILA201033   52803   52118   11305   11059   11180   12611     445     484     142     139     103      97    3519    4249     236     265
ILA201034   52544   51009   11294   11046   11201   12411     478     479     136     137     110      84    3786    4407     246     247
